food.description,nutrient_name,nutrient_id,food_nutrient.percent_daily_value,branded_food.brand_owner,food.fdc_id
"PROBIOTICLOWFAT DRINKABLE YOGURTQ, STRAWBERRY & BANANA","Calcium, Ca",1087,25.0,GlenOaks Farms Inc.,1113828
"PROBIOTICLOWFAT DRINKABLE YOGURTQ, STRAWBERRY & BANANA","Calcium, Ca",1087,25.0,GlenOaks Farms Inc.,1113828
"PROSCIUTTO SPECIALTY MEATS, PROSCIUTTO",Protein,1003,16.0,Oberto Sausage Company,1129000
"PROSCIUTTO SPECIALTY MEATS, PROSCIUTTO",Protein,1003,16.0,Oberto Sausage Company,1129000
PROTEIN ALMOND BUTTER WITH PLANT PROTEIN & PROBIOTICS,"Fiber, total dietary",1079,14.0,"Tribe 9 Foods, LLC",1120903
PROTEIN ALMOND BUTTER WITH PLANT PROTEIN & PROBIOTICS,"Fiber, total dietary",1079,14.0,"Tribe 9 Foods, LLC",1120903
"PROTEIN BREAKFAST SHAKE, STRAWBERRY","Vitamin C, total ascorbic acid",1162,50.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY","Vitamin A, IU",1104,35.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY","Vitamin A, IU",1104,35.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY",Protein,1003,20.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY",Protein,1003,20.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY","Calcium, Ca",1087,35.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY","Calcium, Ca",1087,35.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY","Fiber, total dietary",1079,21.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY","Vitamin C, total ascorbic acid",1162,50.0,The Kellogg Company ,1117208
"PROTEIN BREAKFAST SHAKE, STRAWBERRY","Fiber, total dietary",1079,21.0,The Kellogg Company ,1117208
"PROTEIN TRAIL MIX SOYNUTS, PEPITAS, CHICKPEAS, GOLDEN RAISINS, SUNFLOWER KERNELS AND ALMONDS, PROTEIN TRAIL MIX",Protein,1003,13.0,"Wal-Mart Stores, Inc.",1131981
"PROTEIN TRAIL MIX SOYNUTS, PEPITAS, CHICKPEAS, GOLDEN RAISINS, SUNFLOWER KERNELS AND ALMONDS, PROTEIN TRAIL MIX","Fiber, total dietary",1079,14.0,"Wal-Mart Stores, Inc.",1131981
"PROTEIN TRAIL MIX SOYNUTS, PEPITAS, CHICKPEAS, GOLDEN RAISINS, SUNFLOWER KERNELS AND ALMONDS, PROTEIN TRAIL MIX","Fiber, total dietary",1079,14.0,"Wal-Mart Stores, Inc.",1131981
"PROTEIN TRAIL MIX SOYNUTS, PEPITAS, CHICKPEAS, GOLDEN RAISINS, SUNFLOWER KERNELS AND ALMONDS, PROTEIN TRAIL MIX",Protein,1003,13.0,"Wal-Mart Stores, Inc.",1131981
"PROVOLONE REDUCED FAT SLICED CHEESE, PROVOLONE","Calcium, Ca",1087,15.0,"Tops Markets, LLC",1130224
"PROVOLONE REDUCED FAT SLICED CHEESE, PROVOLONE","Calcium, Ca",1087,15.0,"Tops Markets, LLC",1130224
PRUNE 100% JUICE,"Fiber, total dietary",1079,12.0,Harris-Teeter Inc.,1125619
PRUNE 100% JUICE,"Fiber, total dietary",1079,12.0,Harris-Teeter Inc.,1125619
"PRUNE 100% JUICE FROM CONCENTRATE, PRUNE","Vitamin C, total ascorbic acid",1162,70.0,Super Store Industries,1128235
"PRUNE 100% JUICE FROM CONCENTRATE, PRUNE","Vitamin C, total ascorbic acid",1162,70.0,Super Store Industries,1128235
"PRUNE 100% JUICE FROM CONCENTRATE, PRUNE","Fiber, total dietary",1079,11.0,Super Store Industries,1128235
"PRUNE 100% JUICE FROM CONCENTRATE, PRUNE","Fiber, total dietary",1079,11.0,Super Store Industries,1128235
PRUNE 100% JUICE WITH ADDED PULP,"Fiber, total dietary",1079,11.0,Wakefern Food Corporation,1114494
PRUNE 100% JUICE WITH ADDED PULP,"Fiber, total dietary",1079,11.0,Wakefern Food Corporation,1114494
"PRUNE 100% JUICE, PRUNE","Fiber, total dietary",1079,11.0,The Kroger Co.,1118683
"PRUNE 100% JUICE, PRUNE","Fiber, total dietary",1079,11.0,The Kroger Co.,1118683
PRUNE JUICE,"Fiber, total dietary",1079,11.0,Wakefern Food Corporation,1114493
PRUNE JUICE,"Fiber, total dietary",1079,11.0,Wakefern Food Corporation,1114493
"PRUNES WITH PITS, PRUNES","Fiber, total dietary",1079,12.0,Nordic Tooling Company,1138871
"PRUNES WITH PITS, PRUNES","Fiber, total dietary",1079,12.0,Nordic Tooling Company,1138871
PUBHOUSE BATTERED ALASKA COD,Protein,1003,22.0,Trident Seafoods Corp.,1117188
PUBHOUSE BATTERED ALASKA COD,Protein,1003,22.0,Trident Seafoods Corp.,1117188
"PUDDING SNACKS, SUGAR FREE CHOCOLATE","Calcium, Ca",1087,30.0,"Ahold USA, Inc. ",1116481
"PUDDING SNACKS, SUGAR FREE CHOCOLATE","Calcium, Ca",1087,30.0,"Ahold USA, Inc. ",1116481
"PULLED ALL NATURAL* CHICKEN BREAST WITH WHITE KIDNEY BEANS AND VEGETABLES SERVED ON TOP OF RICED CAULIFLOWER WITH A BASIL PESTO SAUCE, BASIL PESTO CHICKEN","Fiber, total dietary",1079,25.0,"Conagra Brands, Inc.",1136655
"PULLED ALL NATURAL* CHICKEN BREAST WITH WHITE KIDNEY BEANS AND VEGETABLES SERVED ON TOP OF RICED CAULIFLOWER WITH A BASIL PESTO SAUCE, BASIL PESTO CHICKEN","Fiber, total dietary",1079,25.0,"Conagra Brands, Inc.",1136655
"PULLED ALL NATURAL* CHICKEN BREAST WITH WHITE KIDNEY BEANS AND VEGETABLES SERVED ON TOP OF RICED CAULIFLOWER WITH A BASIL PESTO SAUCE, BASIL PESTO CHICKEN","Vitamin C, total ascorbic acid",1162,15.0,"Conagra Brands, Inc.",1136655
"PULLED ALL NATURAL* CHICKEN BREAST WITH WHITE KIDNEY BEANS AND VEGETABLES SERVED ON TOP OF RICED CAULIFLOWER WITH A BASIL PESTO SAUCE, BASIL PESTO CHICKEN","Vitamin C, total ascorbic acid",1162,15.0,"Conagra Brands, Inc.",1136655
"PULLED ALL NATURAL* CHICKEN BREAST WITH WHITE KIDNEY BEANS AND VEGETABLES SERVED ON TOP OF RICED CAULIFLOWER WITH A BASIL PESTO SAUCE, BASIL PESTO CHICKEN",Protein,1003,30.0,"Conagra Brands, Inc.",1136655
"PULLED ALL NATURAL* CHICKEN BREAST WITH WHITE KIDNEY BEANS AND VEGETABLES SERVED ON TOP OF RICED CAULIFLOWER WITH A BASIL PESTO SAUCE, BASIL PESTO CHICKEN",Protein,1003,30.0,"Conagra Brands, Inc.",1136655
"PULLED PORK BBQ IN A SWEET AND SPICY SAUCE, SWEET AND SPICY",Protein,1003,11.0,Rich Products Corporation,1116938
"PULLED PORK BBQ IN A SWEET AND SPICY SAUCE, SWEET AND SPICY",Protein,1003,11.0,Rich Products Corporation,1116938
PULP FREE 100% PREMIUM ORANGE JUICE,"Vitamin C, total ascorbic acid",1162,80.0,Target Stores,1126291
PULP FREE 100% PREMIUM ORANGE JUICE,"Vitamin C, total ascorbic acid",1162,80.0,Target Stores,1126291
"PULP FREE 100% PREMIUM ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,Target Stores,1126389
"PULP FREE 100% PREMIUM ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,Target Stores,1126389
"PULP FREE 100% PREMIUM ORANGE JUICE, ORANGE","Calcium, Ca",1087,25.0,Target Stores,1126389
"PULP FREE 100% PREMIUM ORANGE JUICE, ORANGE","Vitamin C, total ascorbic acid",1162,80.0,Target Stores,1126389
PUMPKIN,"Fiber, total dietary",1079,11.0,Seneca Foods Corporation,1118185
PUMPKIN,"Fiber, total dietary",1079,11.0,Seneca Foods Corporation,1118185
"PUMPKIN & SAGE FARRO PILAF, PUMPKIN & SAGE","Fiber, total dietary",1079,14.0,"Whole Foods Market, Inc.",1123931
"PUMPKIN & SAGE FARRO PILAF, PUMPKIN & SAGE","Fiber, total dietary",1079,14.0,"Whole Foods Market, Inc.",1123931
PUMPKIN MINI MUFFINS,"Vitamin A, IU",1104,20.0,"Wal-Mart Stores, Inc.",1112561
PUMPKIN MINI MUFFINS,"Vitamin A, IU",1104,20.0,"Wal-Mart Stores, Inc.",1112561
"PUMPKIN PIE BARS, PUMPKIN PIE","Fiber, total dietary",1079,14.0,"Small Planet Foods, Inc.",1118369
"PUMPKIN PIE BARS, PUMPKIN PIE","Fiber, total dietary",1079,14.0,"Small Planet Foods, Inc.",1118369
"PUMPKIN PIE GREEK NONFAT YOGURT, PUMPKIN PIE",Protein,1003,24.0,"Danone US, LLC",1137732
"PUMPKIN PIE GREEK NONFAT YOGURT, PUMPKIN PIE",Protein,1003,24.0,"Danone US, LLC",1137732
"PUMPKIN PIE, PUMPKIN","Vitamin A, IU",1104,280.0,HY-VEE,1112550
"PUMPKIN PIE, PUMPKIN","Fiber, total dietary",1079,12.0,HY-VEE,1112550
"PUMPKIN PIE, PUMPKIN","Fiber, total dietary",1079,12.0,HY-VEE,1112550
"PUMPKIN PIE, PUMPKIN","Vitamin A, IU",1104,280.0,HY-VEE,1112550
PUMPKIN SOLID PACKED,"Fiber, total dietary",1079,11.0,The Kroger Co.,1106410
PUMPKIN SOLID PACKED,"Fiber, total dietary",1079,11.0,The Kroger Co.,1106410
"PUMPKIN SPICE APPLESAUCE, PUMPKIN SPICE","Fiber, total dietary",1079,11.0,"Whole Foods Market, Inc.",1118280
"PUMPKIN SPICE APPLESAUCE, PUMPKIN SPICE","Fiber, total dietary",1079,11.0,"Whole Foods Market, Inc.",1118280
"PUMPKIN SPICE FLAVORED MULTIGRAIN CEREAL, PUMPKIN SPICE","Iron, Fe",1089,40.0,The Quaker Oats Company,1125255
"PUMPKIN SPICE FLAVORED MULTIGRAIN CEREAL, PUMPKIN SPICE","Iron, Fe",1089,40.0,The Quaker Oats Company,1125255
"PUMPKIN SPICE FLAVORED OF CORN, PUMPKIN SPICE","Iron, Fe",1089,25.0,The Kellogg Company ,1123563
"PUMPKIN SPICE FLAVORED OF CORN, PUMPKIN SPICE","Iron, Fe",1089,25.0,The Kellogg Company ,1123563
"PURE & UNSWEETENED ORGANIC FRUIT PUREE, ACAI BERRY","Fiber, total dietary",1079,16.0,Amafruits LLC,1119409
"PURE & UNSWEETENED ORGANIC FRUIT PUREE, ACAI BERRY","Vitamin A, IU",1104,20.0,Amafruits LLC,1119409
"PURE & UNSWEETENED ORGANIC FRUIT PUREE, ACAI BERRY","Vitamin A, IU",1104,20.0,Amafruits LLC,1119409
"PURE & UNSWEETENED ORGANIC FRUIT PUREE, ACAI BERRY","Fiber, total dietary",1079,16.0,Amafruits LLC,1119409
"PURE 100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,Ever Fresh Juice Co,1121587
"PURE 100% ORANGE JUICE FROM CONCENTRATE, ORANGE","Vitamin C, total ascorbic acid",1162,120.0,Ever Fresh Juice Co,1121587
"PURE EARTH, PINEAPPLE LIME JUICE","Vitamin C, total ascorbic acid",1162,35.0,"Del Monte Fresh Produce N.A., Inc.",1114652
"PURE EARTH, PINEAPPLE LIME JUICE","Vitamin C, total ascorbic acid",1162,35.0,"Del Monte Fresh Produce N.A., Inc.",1114652
PURE OKARA FLOUR,Protein,1003,14.0,"Renewal Mill, PBC",1127051
PURE OKARA FLOUR,Protein,1003,14.0,"Renewal Mill, PBC",1127051
PURE OKARA FLOUR,"Fiber, total dietary",1079,71.0,"Renewal Mill, PBC",1127051
PURE OKARA FLOUR,"Fiber, total dietary",1079,71.0,"Renewal Mill, PBC",1127051
PURE PUMPKIN,"Fiber, total dietary",1079,11.0,Smart & Final Iris Corporation,1124574
PURE PUMPKIN,"Fiber, total dietary",1079,11.0,Smart & Final Iris Corporation,1124574
"PURE UNSWEETENED SUPERFRUIT PACKS, PURE ACAI BERRY","Fiber, total dietary",1079,12.0,"Sambazon, Inc.",1110392
"PURE UNSWEETENED SUPERFRUIT PACKS, PURE ACAI BERRY","Fiber, total dietary",1079,12.0,"Sambazon, Inc.",1110392
"PURPLE BERRY WAVE ISLAND PUNCH LOW CALORIE DRINK MIX, PURPLE BERRY WAVE","Vitamin C, total ascorbic acid",1162,25.0,The Jel Sert Company,1134035
"PURPLE BERRY WAVE ISLAND PUNCH LOW CALORIE DRINK MIX, PURPLE BERRY WAVE","Vitamin C, total ascorbic acid",1162,25.0,The Jel Sert Company,1134035
PURPLE HULL PEAS,"Fiber, total dietary",1079,14.0,The Pictsweet Company,1114453
PURPLE HULL PEAS,"Fiber, total dietary",1079,14.0,The Pictsweet Company,1114453
PURPLE HULL PEAS,"Fiber, total dietary",1079,14.0,The Pictsweet Company,1114454
PURPLE HULL PEAS,"Fiber, total dietary",1079,14.0,The Pictsweet Company,1114454
"PURPLE SWEET POTATO ROOT VEGETABLE CHIPS, PURPLE SWEET POTATO","Fiber, total dietary",1079,11.0,"Root Valley Farms, LLC",1129686
"PURPLE SWEET POTATO ROOT VEGETABLE CHIPS, PURPLE SWEET POTATO","Fiber, total dietary",1079,11.0,"Root Valley Farms, LLC",1129686
Pork Loin Tenderloin,Protein,1003,28.0,Seaboard Foods LLC,1106007
Pork Loin Tenderloin,Protein,1003,28.0,Seaboard Foods LLC,1106007
Pork Picnic Brisket Boneless,Protein,1003,29.0,Seaboard Foods LLC,1105974
Pork Picnic Brisket Boneless,Protein,1003,29.0,Seaboard Foods LLC,1105974
Pork Tenderloin with Cajun Style Seasonings Cook In Bag,Protein,1003,28.0,Seaboard Foods LLC,1106008
Pork Tenderloin with Cajun Style Seasonings Cook In Bag,Protein,1003,28.0,Seaboard Foods LLC,1106008
Pork Tenderloin with Peri Peri Seasonings Cook in Bag,Protein,1003,28.0,Seaboard Foods LLC,1105983
Pork Tenderloin with Peri Peri Seasonings Cook in Bag,Protein,1003,28.0,Seaboard Foods LLC,1105983
Pork Tenderloin with Teriyaki Seasoning,Protein,1003,28.0,Seaboard Foods LLC,1105973
Pork Tenderloin with Teriyaki Seasoning,Protein,1003,28.0,Seaboard Foods LLC,1105973
Pork Tenderloin with Teriyaki Seasonings Cook in Bag,Protein,1003,28.0,Seaboard Foods LLC,1105989
Pork Tenderloin with Teriyaki Seasonings Cook in Bag,Protein,1003,28.0,Seaboard Foods LLC,1105989
QUARTERED ARTICHOKE HEARTS,"Fiber, total dietary",1079,21.0,"Supervalu, Inc.",1119365
QUARTERED ARTICHOKE HEARTS,"Iron, Fe",1089,16.0,"Supervalu, Inc.",1119365
QUARTERED ARTICHOKE HEARTS,"Iron, Fe",1089,16.0,"Supervalu, Inc.",1119365
QUARTERED ARTICHOKE HEARTS,"Fiber, total dietary",1079,21.0,"Supervalu, Inc.",1119365
QUARTERED ARTICHOKE HEARTS,"Fiber, total dietary",1079,14.0,"Wal-Mart Stores, Inc.",1119045
QUARTERED ARTICHOKE HEARTS,"Fiber, total dietary",1079,14.0,"Wal-Mart Stores, Inc.",1119045
QUARTERED BRUSSELS SPROUTS,"Vitamin C, total ascorbic acid",1162,80.0,"Wegmans Food Markets, Inc. ",1131709
QUARTERED BRUSSELS SPROUTS,"Vitamin C, total ascorbic acid",1162,80.0,"Wegmans Food Markets, Inc. ",1131709
QUARTERED BRUSSELS SPROUTS,"Fiber, total dietary",1079,11.0,"Wegmans Food Markets, Inc. ",1131709
QUARTERED BRUSSELS SPROUTS,"Fiber, total dietary",1079,11.0,"Wegmans Food Markets, Inc. ",1131709
QUESO FRESCO AUTHENTIC MEXICAN CRUMBLING CHEESE,"Calcium, Ca",1087,20.0,"Ole Mexican Foods, Inc.",1107646
QUESO FRESCO AUTHENTIC MEXICAN CRUMBLING CHEESE,"Calcium, Ca",1087,20.0,"Ole Mexican Foods, Inc.",1107646
"QUESO REFRIED BEANS, QUESO","Fiber, total dietary",1079,40.0,Herdez S.A.,1113935
"QUESO REFRIED BEANS, QUESO","Fiber, total dietary",1079,40.0,Herdez S.A.,1113935
QUICK & EASY STEEL CUT IRISH OATMEAL,"Fiber, total dietary",1079,12.0,Odlum Mills Limited,1107834
QUICK & EASY STEEL CUT IRISH OATMEAL,"Fiber, total dietary",1079,12.0,Odlum Mills Limited,1107834
QUICK COOKING ROLLED OATS IRISH OATMEAL,"Fiber, total dietary",1079,11.0,Odlum Mills Limited,1107320
QUICK COOKING ROLLED OATS IRISH OATMEAL,"Fiber, total dietary",1079,11.0,Odlum Mills Limited,1107320
QUICK OATS,"Fiber, total dietary",1079,16.0,"Whole Foods Market, Inc.",1132089
QUICK OATS,"Fiber, total dietary",1079,16.0,"Whole Foods Market, Inc.",1132089
QUICK OATS,"Fiber, total dietary",1079,14.0,"Whole Foods Market, Inc.",1131945
QUICK OATS,"Fiber, total dietary",1079,14.0,"Whole Foods Market, Inc.",1131945
QUICK OATS,"Fiber, total dietary",1079,14.0,"Associated Wholesale Grocers, Inc.",1106228
QUICK OATS,"Fiber, total dietary",1079,16.0,"Whole Foods Market, Inc.",1109521
QUICK OATS,"Fiber, total dietary",1079,16.0,"Whole Foods Market, Inc.",1109521
QUICK OATS,"Fiber, total dietary",1079,14.0,"Tops Markets, LLC",1122688
QUICK OATS,"Fiber, total dietary",1079,14.0,"Tops Markets, LLC",1122688
QUICK OATS,"Fiber, total dietary",1079,14.0,"Associated Wholesale Grocers, Inc.",1106228
QUINOA,"Fiber, total dietary",1079,11.0,Target Stores,1112269
QUINOA,"Fiber, total dietary",1079,11.0,Target Stores,1112269
QUINOA,"Fiber, total dietary",1079,11.0,Harris-Teeter Inc.,1125656
QUINOA,"Fiber, total dietary",1079,11.0,Harris-Teeter Inc.,1125656
"QUINOA & ASPARAGUS VEGETABLE BLEND, QUINOA & ASPARAGUS","Fiber, total dietary",1079,11.0,"Delhaize America, Inc.",1132042
"QUINOA & ASPARAGUS VEGETABLE BLEND, QUINOA & ASPARAGUS","Fiber, total dietary",1079,11.0,"Delhaize America, Inc.",1132042
QUINOA ARTICHOKES & ROASTED PEPPERS,"Iron, Fe",1089,15.0,"Prana Imports, Inc.",1127790
QUINOA ARTICHOKES & ROASTED PEPPERS,"Iron, Fe",1089,15.0,"Prana Imports, Inc.",1127790
QUINOA ARTICHOKES & ROASTED PEPPERS,"Fiber, total dietary",1079,25.0,"Prana Imports, Inc.",1127790
QUINOA ARTICHOKES & ROASTED PEPPERS,"Fiber, total dietary",1079,25.0,"Prana Imports, Inc.",1127790
QUINOA RAISIN DELIGHT,"Fiber, total dietary",1079,12.0,"Weis Markets, Inc.",1132923
QUINOA RAISIN DELIGHT,"Fiber, total dietary",1079,12.0,"Weis Markets, Inc.",1132923
QUINOA RAISIN DELIGHT,"Vitamin C, total ascorbic acid",1162,30.0,"Weis Markets, Inc.",1132923
QUINOA RAISIN DELIGHT,"Vitamin C, total ascorbic acid",1162,30.0,"Weis Markets, Inc.",1132923
"QUINOA, JASMINE RICE & CHICKPEAS","Fiber, total dietary",1079,14.0,"Whole Foods Market, Inc.",1138026
"QUINOA, JASMINE RICE & CHICKPEAS","Fiber, total dietary",1079,14.0,"Whole Foods Market, Inc.",1138026
"RAD RASPBERRY GUMMIES, RAD RASPBERRY","Fiber, total dietary",1079,52.0,Pleasant Valley Cattle Company,1126850
"RAD RASPBERRY GUMMIES, RAD RASPBERRY","Fiber, total dietary",1079,52.0,Pleasant Valley Cattle Company,1126850
"RADICAL LEMON BERRY ISLAND PUNCH LOW CALORIE DRINK MIX, RADICAL LEMON BERRY","Vitamin C, total ascorbic acid",1162,30.0,The Jel Sert Company,1134028
"RADICAL LEMON BERRY ISLAND PUNCH LOW CALORIE DRINK MIX, RADICAL LEMON BERRY","Vitamin C, total ascorbic acid",1162,30.0,The Jel Sert Company,1134028
RAINBOW QUINOA,"Iron, Fe",1089,15.0,Target Stores,1112271
RAINBOW QUINOA,"Iron, Fe",1089,15.0,Target Stores,1112271
RAINBOW QUINOA,"Fiber, total dietary",1079,20.0,Target Stores,1112271
RAINBOW QUINOA,"Fiber, total dietary",1079,20.0,Target Stores,1112271
"RAINBOW UNICORN ENERGY DRINK, RAINBOW UNICORN","Vitamin C, total ascorbic acid",1162,50.0,"Vital Pharmaceuticals, Inc.",1130116
"RAINBOW UNICORN ENERGY DRINK, RAINBOW UNICORN","Vitamin C, total ascorbic acid",1162,50.0,"Vital Pharmaceuticals, Inc.",1130116
"RAISIN BRAN CEREAL WITH CRUNCHY WHEAT FLAKES & LOADED WITH RAISINS, RAISIN BRAN","Vitamin A, IU",1104,25.0,"Tops Markets, LLC",1122619
"RAISIN BRAN CEREAL WITH CRUNCHY WHEAT FLAKES & LOADED WITH RAISINS, RAISIN BRAN","Iron, Fe",1089,25.0,"Tops Markets, LLC",1122619
"RAISIN BRAN CEREAL WITH CRUNCHY WHEAT FLAKES & LOADED WITH RAISINS, RAISIN BRAN","Fiber, total dietary",1079,28.0,"Tops Markets, LLC",1122619
"RAISIN BRAN CEREAL WITH CRUNCHY WHEAT FLAKES & LOADED WITH RAISINS, RAISIN BRAN","Iron, Fe",1089,25.0,"Tops Markets, LLC",1122619
"RAISIN BRAN CEREAL WITH CRUNCHY WHEAT FLAKES & LOADED WITH RAISINS, RAISIN BRAN","Fiber, total dietary",1079,28.0,"Tops Markets, LLC",1122619
"RAISIN BRAN CEREAL WITH CRUNCHY WHEAT FLAKES & LOADED WITH RAISINS, RAISIN BRAN","Vitamin A, IU",1104,25.0,"Tops Markets, LLC",1122619
"RAISIN DATE ALMOND MUESLI MULTIGRAIN, DRIED FRUIT, NUT AND SEED CEREAL, RAISIN DATE ALMOND","Fiber, total dietary",1079,18.0,The Quaker Oats Company,1123080
"RAISIN DATE ALMOND MUESLI MULTIGRAIN, DRIED FRUIT, NUT AND SEED CEREAL, RAISIN DATE ALMOND","Fiber, total dietary",1079,18.0,The Quaker Oats Company,1123080
RAISIN GRANOLA,"Fiber, total dietary",1079,15.0,"Lane Automotive, Inc.",1114527
RAISIN GRANOLA,"Fiber, total dietary",1079,15.0,"Lane Automotive, Inc.",1114527
"RAISINS & ROASTED ALMONDS SEASONED WITH GARLIC ONION SALAD TOPPINGS, RAISINS & ROASTED ALMONDS WITH GARLIC ONION","Fiber, total dietary",1079,12.0,Sun-Maid Growers of California,1115824
"RAISINS & ROASTED ALMONDS SEASONED WITH GARLIC ONION SALAD TOPPINGS, RAISINS & ROASTED ALMONDS WITH GARLIC ONION","Fiber, total dietary",1079,12.0,Sun-Maid Growers of California,1115824
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Fiber, total dietary",1079,11.0,"Hy-Vee, Inc.",1121602
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Iron, Fe",1089,20.0,"Tops Markets, LLC",1122732
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Iron, Fe",1089,20.0,"Tops Markets, LLC",1122732
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Vitamin A, IU",1104,20.0,"Tops Markets, LLC",1122732
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Vitamin A, IU",1104,20.0,"Tops Markets, LLC",1122732
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Fiber, total dietary",1079,11.0,"Tops Markets, LLC",1122732
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Fiber, total dietary",1079,11.0,"Tops Markets, LLC",1122732
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Fiber, total dietary",1079,11.0,"Hy-Vee, Inc.",1121602
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Vitamin A, IU",1104,20.0,"Hy-Vee, Inc.",1121602
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Vitamin A, IU",1104,20.0,"Hy-Vee, Inc.",1121602
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Iron, Fe",1089,20.0,"Hy-Vee, Inc.",1121602
"RAISINS & SPICE INSTANT OATMEAL, RAISINS & SPICE","Iron, Fe",1089,20.0,"Hy-Vee, Inc.",1121602
"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS","Iron, Fe",1089,20.0,"Tops Markets, LLC",1116501
"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS","Vitamin A, IU",1104,20.0,"Tops Markets, LLC",1116501
"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS","Iron, Fe",1089,20.0,"Tops Markets, LLC",1116501
"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS","Vitamin A, IU",1104,20.0,"Tops Markets, LLC",1116501
"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS","Vitamin A, IU",1104,20.0,"Hy-Vee, Inc.",1121606
"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS","Vitamin A, IU",1104,20.0,"Hy-Vee, Inc.",1121606
"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS","Iron, Fe",1089,20.0,"Hy-Vee, Inc.",1121606
"RAISINS, DATES & WALNUTS INSTANT OATMEAL, RAISINS, DATES & WALNUTS","Iron, Fe",1089,20.0,"Hy-Vee, Inc.",1121606
"RAMEN-STYLE WITH ORGANIC BROWN RICE SHIRATAKI NOODLES, RAMEN-STYLE","Iron, Fe",1089,15.0,Super Frec U.S.A. Inc.,1126365
"RAMEN-STYLE WITH ORGANIC BROWN RICE SHIRATAKI NOODLES, RAMEN-STYLE","Fiber, total dietary",1079,14.0,Super Frec U.S.A. Inc.,1126365
"RAMEN-STYLE WITH ORGANIC BROWN RICE SHIRATAKI NOODLES, RAMEN-STYLE","Fiber, total dietary",1079,14.0,Super Frec U.S.A. Inc.,1126365
"RAMEN-STYLE WITH ORGANIC BROWN RICE SHIRATAKI NOODLES, RAMEN-STYLE","Iron, Fe",1089,15.0,Super Frec U.S.A. Inc.,1126365
"RANCH DRESSING, RANCH","Fiber, total dietary",1079,11.0,"MadeHere, LLC",1125726
"RANCH DRESSING, RANCH","Fiber, total dietary",1079,11.0,"MadeHere, LLC",1125726
"RANCH ORGANIC CARROT STICKS, RANCH","Fiber, total dietary",1079,16.0,"Rhythm Superfoods, LLC ",1126028
"RANCH ORGANIC CARROT STICKS, RANCH","Fiber, total dietary",1079,16.0,"Rhythm Superfoods, LLC ",1126028
"RANCH ORGANIC CARROT STICKS, RANCH","Fiber, total dietary",1079,36.0,"Rhythm Superfoods, LLC ",1119699
"RANCH ORGANIC CARROT STICKS, RANCH","Fiber, total dietary",1079,36.0,"Rhythm Superfoods, LLC ",1119699
"RANCHERO BEANS, RANCHERO","Fiber, total dietary",1079,25.0,"Whole Foods Market, Inc.",1108437
"RANCHERO BEANS, RANCHERO","Fiber, total dietary",1079,25.0,"Whole Foods Market, Inc.",1108437
RASPBERRIES,"Vitamin C, total ascorbic acid",1162,40.0,Target Stores,1136180
RASPBERRIES,"Vitamin C, total ascorbic acid",1162,40.0,Target Stores,1136180
RASPBERRIES,"Fiber, total dietary",1079,32.0,Target Stores,1136180
RASPBERRIES,"Fiber, total dietary",1079,32.0,Target Stores,1136180
"RASPBERRY + ACAI HEALTHY ENERGY DRINK, RASPBERRY + ACAI","Vitamin C, total ascorbic acid",1162,70.0,"Aspire Brands, Inc. ",1139680
